user_id,product_id,review_text,rating,created_at,ip_address,device_fingerprint,label_is_fake
151,PROD-2,"Good product, works as expected. Delivery was on time and packaging was secure.",4,2025-10-04T11:04:38.632055,192.168.98.20,device_65,0
289,PROD-25,Pretty good product. Met my expectations overall and seems durable.,5,2025-10-18T11:04:38.632055,192.168.14.148,device_155,0
307,PROD-38,Best purchase ever!!!! So happy!!!! Love it!!!!,1,2025-10-16T11:04:38.632055,192.168.76.158,device_107,1
389,PROD-77,Nice quality. Better than I expected for the price point.,5,2025-10-06T11:04:38.632055,192.168.85.45,device_167,0
194,PROD-67,Decent product. Does what I needed it to do without problems. Instructions were clear.,4,2025-09-02T11:04:38.632055,192.168.165.106,device_180,0
457,PROD-36,Decent quality for the price. Would recommend to others looking for value.,4,2025-11-09T11:04:38.632055,192.168.106.127,device_38,0
352,PROD-7,Works as expected. Nothing extraordinary but solid product.,3,2025-10-02T11:04:38.632055,192.168.101.117,device_112,0
145,PROD-21,"Works well, arrived on time. Packaging could be better but product is fine.",3,2025-10-16T11:04:38.632055,192.168.205.212,device_16,0
207,PROD-60,Happy with my purchase. Good quality and fair price.,3,2025-10-08T11:04:38.632055,192.168.93.161,device_119,0
492,PROD-10,"Works well, arrived on time. Packaging could be better but product is fine. Easy to use.",4,2025-09-19T11:04:38.632055,192.168.126.166,device_118,0
353,PROD-58,BEST EVER!!!!! AWESOME!!!!! BUY IT NOW!!!!!,5,2025-08-25T11:04:38.632055,192.168.170.47,device_162,1
147,PROD-82,Decent quality for the price. Would recommend to others looking for value.,5,2025-11-08T11:04:38.632055,192.168.207.85,device_81,0
236,PROD-35,"It's okay, nothing special but gets the job done well enough for daily use.",5,2025-10-17T11:04:38.632055,192.168.31.84,device_30,0
416,PROD-40,AMAZING!!! BEST PRODUCT EVER!!! BUY NOW!!! PERFECT!,1,2025-09-01T11:04:38.632055,192.168.198.204,device_139,1
5,PROD-87,"Quality is good, though packaging could be improved. Overall satisfied.",4,2025-09-20T11:04:38.632055,192.168.172.36,device_19,0
394,PROD-78,"Good product, works as expected. Delivery was on time and packaging was secure.",5,2025-10-16T11:04:38.632055,192.168.211.161,device_79,0
423,PROD-75,Good enough for the price. No issues so far after a week of use.,5,2025-11-08T11:04:38.632055,192.168.57.164,device_176,0
146,PROD-67,"Nice purchase, happy with it. Good value for money and arrived quickly.",4,2025-10-07T11:04:38.632055,192.168.240.20,device_138,0
85,PROD-60,Fair quality for the price point. Would buy again if needed. The color is nice.,3,2025-08-11T11:04:38.632055,192.168.100.87,device_97,0
87,PROD-64,Satisfied with the purchase. Does what it says on the box without issues.,4,2025-10-23T11:04:38.632055,192.168.182.233,device_168,0
67,PROD-31,Pretty good product. Met my expectations overall and seems durable.,3,2025-10-24T11:04:38.632055,192.168.57.87,device_115,0
14,PROD-28,Decent buy. Does what it claims and arrived on time.,3,2025-09-01T11:04:38.632055,192.168.227.3,device_187,0
456,PROD-20,Product is fine. No complaints. Gets the job done. Easy to use.,4,2025-08-18T11:04:38.632055,192.168.64.113,device_166,0
67,PROD-65,"Quality is good, though packaging could be improved. Overall satisfied.",3,2025-10-07T11:04:38.632055,192.168.166.234,device_175,0
195,PROD-96,BEST EVER!!!!! AWESOME!!!!! BUY IT NOW!!!!! BEST EVER!,1,2025-09-10T11:04:38.632055,192.168.174.63,device_96,1
434,PROD-37,⭐⭐⭐⭐⭐ GREAT PRODUCT EVERYONE SHOULD BUY THIS,1,2025-08-28T11:04:38.632055,192.168.148.12,device_13,1
102,PROD-6,Satisfied customer. Product arrived in good condition and works well.,4,2025-09-03T11:04:38.632055,192.168.182.132,device_33,0
461,PROD-69,Pretty good product. Met my expectations overall and seems durable.,5,2025-08-22T11:04:38.632055,192.168.9.229,device_59,0
219,PROD-6,Decent product. Does what I needed it to do without problems.,4,2025-10-26T11:04:38.632055,192.168.88.244,device_157,0
7,PROD-97,HORRIBLE PRODUCT DO NOT WASTE YOUR MONEY!!!,5,2025-09-25T11:04:38.632055,192.168.205.159,device_77,1
210,PROD-72,Good product for everyday use. Recommend it to others. Instructions were clear.,5,2025-08-18T11:04:38.632055,192.168.238.67,device_14,0
452,PROD-7,"Works well, arrived on time. Packaging could be better but product is fine.",3,2025-10-13T11:04:38.632055,192.168.224.109,device_128,0
34,PROD-16,Decent buy. Does what it claims and arrived on time.,4,2025-11-04T11:04:38.632055,192.168.50.41,device_37,0
337,PROD-74,Decent quality for the price. Would recommend to others looking for value.,4,2025-09-12T11:04:38.632055,192.168.55.84,device_111,0
100,PROD-97,Satisfied customer. Product arrived in good condition and works well.,4,2025-09-04T11:04:38.632055,192.168.135.95,device_52,0
305,PROD-26,"Nice purchase, happy with it. Good value for money and arrived quickly.",3,2025-09-14T11:04:38.632055,192.168.53.91,device_104,0
152,PROD-2,Good enough for the price. No issues so far after a week of use.,5,2025-08-25T11:04:38.632055,192.168.55.208,device_84,0
325,PROD-6,Works perfectly. Exactly what I was looking for at this price.,3,2025-10-02T11:04:38.632055,192.168.195.213,device_146,0
377,PROD-13,"Nice purchase, happy with it. Good value for money and arrived quickly.",4,2025-08-26T11:04:38.632055,192.168.171.189,device_118,0
274,PROD-55,Happy with my purchase. Good quality and fair price. Easy to use.,3,2025-09-26T11:04:38.632055,192.168.188.182,device_151,0
488,PROD-52,BEST EVER!!!!! AWESOME!!!!! BUY IT NOW!!!!! AMAZING!,5,2025-09-23T11:04:38.632055,192.168.198.169,device_37,1
328,PROD-51,"Quality is good, though packaging could be improved. Overall satisfied.",5,2025-10-05T11:04:38.632055,192.168.59.183,device_93,0
183,PROD-13,Works as expected. Nothing extraordinary but solid product.,5,2025-09-29T11:04:38.632055,192.168.43.199,device_163,0
437,PROD-13,Satisfied with the purchase. Does what it says on the box without issues.,4,2025-09-01T11:04:38.632055,192.168.188.206,device_178,0
189,PROD-47,Absolutely horrible product! Never buy! Worst ever!,5,2025-10-26T11:04:38.632055,192.168.51.237,device_144,1
165,PROD-54,"Works well, arrived on time. Packaging could be better but product is fine.",3,2025-11-01T11:04:38.632055,192.168.221.131,device_168,0
166,PROD-17,Product is fine. No complaints. Gets the job done.,4,2025-11-05T11:04:38.632055,192.168.233.25,device_88,0
84,PROD-95,Good enough for the price. No issues so far after a week of use. Good customer service.,5,2025-10-11T11:04:38.632055,192.168.254.94,device_193,0
360,PROD-24,Satisfied customer. Product arrived in good condition and works well.,3,2025-11-03T11:04:38.632055,192.168.190.40,device_101,0
476,PROD-98,"Quality is good, though packaging could be improved. Overall satisfied.",4,2025-10-07T11:04:38.633054,192.168.227.177,device_130,0
347,PROD-16,Decent product. Does what I needed it to do without problems.,3,2025-10-19T11:04:38.633054,192.168.209.90,device_142,0
201,PROD-8,No issues so far. Seems to be good quality and well made.,4,2025-09-15T11:04:38.633054,192.168.173.33,device_81,0
364,PROD-19,AMAZING!!! BEST PRODUCT EVER!!! BUY NOW!!!,1,2025-08-27T11:04:38.633054,192.168.249.203,device_7,1
174,PROD-56,Decent quality for the price. Would recommend to others looking for value.,3,2025-09-19T11:04:38.633054,192.168.138.68,device_4,0
4,PROD-50,Pretty good product. Met my expectations overall and seems durable.,3,2025-11-03T11:04:38.633054,192.168.115.207,device_82,0
177,PROD-84,"Quality is good, though packaging could be improved. Overall satisfied.",4,2025-09-17T11:04:38.633054,192.168.15.122,device_21,0
48,PROD-95,"Solid product, no complaints. Shipping was fast and item as described.",5,2025-08-29T11:04:38.633054,192.168.227.60,device_167,0
198,PROD-42,Five star product! Perfect! Everyone needs this! AMAZING!,5,2025-08-15T11:04:38.633054,192.168.56.68,device_94,1
360,PROD-24,Simple and effective. Does what it's supposed to do reliably. Material feels durable.,5,2025-10-28T11:04:38.633054,192.168.100.167,device_20,0
119,PROD-83,Nice quality. Better than I expected for the price point.,5,2025-09-04T11:04:38.633054,192.168.99.154,device_96,0
69,PROD-89,Good value. Simple and functional as described in the listing.,3,2025-09-15T11:04:38.633054,192.168.153.89,device_172,0
8,PROD-34,Works as advertised. Happy with this purchase and would recommend.,5,2025-08-24T11:04:38.633054,192.168.131.63,device_34,0
284,PROD-74,Decent product. Does what I needed it to do without problems.,5,2025-10-25T11:04:38.633054,192.168.155.53,device_46,0
169,PROD-28,AMAZING!!! BEST PRODUCT EVER!!! BUY NOW!!!,5,2025-10-16T11:04:38.633054,192.168.174.92,device_76,1
54,PROD-48,No issues so far. Seems to be good quality and well made.,5,2025-08-26T11:04:38.633054,192.168.248.125,device_143,0
290,PROD-97,"Quality is good, though packaging could be improved. Overall satisfied.",5,2025-10-01T11:04:38.633054,192.168.113.107,device_110,0
468,PROD-18,Works as expected. Nothing extraordinary but solid product.,4,2025-10-11T11:04:38.633054,192.168.64.216,device_97,0
414,PROD-79,Works as expected. Nothing extraordinary but solid product.,3,2025-09-03T11:04:38.633054,192.168.26.202,device_48,0
297,PROD-72,Fair quality for the price point. Would buy again if needed.,4,2025-08-29T11:04:38.633054,192.168.147.23,device_19,0
207,PROD-21,"Works well, arrived on time. Packaging could be better but product is fine. The color is nice.",4,2025-10-16T11:04:38.633054,192.168.64.131,device_144,0
90,PROD-91,Nice quality. Better than I expected for the price point. Fast shipping.,4,2025-09-28T11:04:38.633054,192.168.107.176,device_20,0
117,PROD-77,"Works well, arrived on time. Packaging could be better but product is fine. Easy to use.",5,2025-09-13T11:04:38.633054,192.168.64.35,device_76,0
45,PROD-3,Fair quality for the price point. Would buy again if needed. Easy to use.,4,2025-09-12T11:04:38.633054,192.168.11.143,device_91,0
236,PROD-80,Simple and effective. Does what it's supposed to do reliably.,5,2025-10-12T11:04:38.633054,192.168.196.62,device_4,0
36,PROD-91,Good value. Simple and functional as described in the listing.,3,2025-10-18T11:04:38.633054,192.168.234.204,device_175,0
331,PROD-16,"Nice purchase, happy with it. Good value for money and arrived quickly.",5,2025-09-24T11:04:38.633054,192.168.203.90,device_4,0
17,PROD-6,Decent product. Does what I needed it to do without problems. Easy to use.,3,2025-10-23T11:04:38.633054,192.168.18.189,device_46,0
392,PROD-11,"Works well, arrived on time. Packaging could be better but product is fine. The color is nice.",3,2025-10-04T11:04:38.633054,192.168.34.56,device_24,0
72,PROD-68,Absolutely horrible product! Never buy! Worst ever!,5,2025-08-22T11:04:38.633054,192.168.222.97,device_127,1
330,PROD-40,Works as expected. Nothing extraordinary but solid product. Fast shipping.,3,2025-09-29T11:04:38.633054,192.168.68.110,device_118,0
196,PROD-4,Does the job. Nothing fancy but works fine for what I need.,4,2025-10-26T11:04:38.633054,192.168.53.249,device_32,0
457,PROD-70,"Nice purchase, happy with it. Good value for money and arrived quickly. The color is nice.",3,2025-10-05T11:04:38.633054,192.168.114.81,device_56,0
389,PROD-42,Worst thing I ever bought!!! TERRIBLE!!! WASTE OF MONEY!!!,1,2025-10-08T11:04:38.633054,192.168.69.244,device_173,1
35,PROD-34,Nice quality. Better than I expected for the price point.,4,2025-10-15T11:04:38.633054,192.168.25.221,device_152,0
469,PROD-45,Satisfied with the purchase. Does what it says on the box without issues.,5,2025-10-28T11:04:38.633054,192.168.34.151,device_19,0
124,PROD-9,Decent quality for the price. Would recommend to others looking for value.,5,2025-11-09T11:04:38.633054,192.168.30.135,device_39,0
226,PROD-21,Decent buy. Does what it claims and arrived on time. Fast shipping.,5,2025-08-24T11:04:38.633054,192.168.99.21,device_21,0
208,PROD-66,"Good product, works as expected. Delivery was on time and packaging was secure. Instructions were clear.",5,2025-09-28T11:04:38.633054,192.168.129.10,device_192,0
235,PROD-90,Nice quality. Better than I expected for the price point. Instructions were clear.,4,2025-11-07T11:04:38.633054,192.168.161.226,device_1,0
119,PROD-59,Works as expected. Nothing extraordinary but solid product.,5,2025-08-22T11:04:38.633054,192.168.16.176,device_80,0
55,PROD-58,Happy with my purchase. Good quality and fair price.,3,2025-10-31T11:04:38.633054,192.168.174.103,device_3,0
185,PROD-100,Good product for everyday use. Recommend it to others. Fast shipping.,3,2025-11-05T11:04:38.633054,192.168.140.76,device_196,0
130,PROD-89,Nice quality. Better than I expected for the price point.,3,2025-10-07T11:04:38.633054,192.168.150.245,device_76,0
295,PROD-65,Does the job. Nothing fancy but works fine for what I need.,3,2025-10-01T11:04:38.633054,192.168.60.164,device_177,0
390,PROD-22,Good enough for the price. No issues so far after a week of use.,3,2025-08-20T11:04:38.633054,192.168.43.136,device_154,0
262,PROD-85,AMAZING!!! BEST PRODUCT EVER!!! BUY NOW!!!,5,2025-11-04T11:04:38.633054,192.168.236.187,device_146,1
498,PROD-65,Works perfectly. Exactly what I was looking for at this price. Material feels durable.,4,2025-10-11T11:04:38.633054,192.168.91.158,device_188,0
147,PROD-71,Does the job. Nothing fancy but works fine for what I need.,5,2025-10-28T11:04:38.633054,192.168.125.11,device_26,0
68,PROD-65,No issues so far. Seems to be good quality and well made.,3,2025-08-25T11:04:38.633054,192.168.137.77,device_123,0
449,PROD-12,Works perfectly. Exactly what I was looking for at this price.,5,2025-08-13T11:04:38.633054,192.168.72.165,device_131,0
53,PROD-7,Decent buy. Does what it claims and arrived on time.,4,2025-10-18T11:04:38.633054,192.168.36.241,device_7,0
500,PROD-5,Pretty good product. Met my expectations overall and seems durable. Good customer service.,4,2025-10-07T11:04:38.633054,192.168.203.163,device_159,0
202,PROD-12,Does the job. Nothing fancy but works fine for what I need.,5,2025-08-17T11:04:38.633054,192.168.34.9,device_68,0
193,PROD-43,Good product for everyday use. Recommend it to others.,3,2025-10-10T11:04:38.633054,192.168.40.197,device_193,0
269,PROD-59,"Nice purchase, happy with it. Good value for money and arrived quickly.",3,2025-08-22T11:04:38.633054,192.168.246.194,device_65,0
461,PROD-99,AMAZING!!! BEST PRODUCT EVER!!! BUY NOW!!! BUY IT!,1,2025-10-11T11:04:38.633054,192.168.200.12,device_31,1
115,PROD-59,"Works well, arrived on time. Packaging could be better but product is fine.",4,2025-08-12T11:04:38.633054,192.168.248.228,device_71,0
164,PROD-75,"It's okay, nothing special but gets the job done well enough for daily use. The color is nice.",4,2025-11-08T11:04:38.633054,192.168.121.112,device_72,0
463,PROD-25,"Works well, arrived on time. Packaging could be better but product is fine. The color is nice.",4,2025-11-02T11:04:38.633054,192.168.137.52,device_165,0
397,PROD-14,Best purchase ever!!!! So happy!!!! Love it!!!!,1,2025-09-05T11:04:38.633054,192.168.25.35,device_96,1
433,PROD-16,Good product for everyday use. Recommend it to others. The color is nice.,4,2025-09-14T11:04:38.633054,192.168.253.166,device_121,0
71,PROD-99,Fair quality for the price point. Would buy again if needed.,4,2025-11-05T11:04:38.633054,192.168.10.22,device_127,0
455,PROD-35,"Quality is good, though packaging could be improved. Overall satisfied.",3,2025-09-25T11:04:38.633054,192.168.184.184,device_55,0
437,PROD-40,Does the job. Nothing fancy but works fine for what I need.,4,2025-08-16T11:04:38.633054,192.168.205.150,device_38,0
339,PROD-90,Works perfectly. Exactly what I was looking for at this price. Fast shipping.,5,2025-08-27T11:04:38.633054,192.168.121.117,device_54,0
181,PROD-88,Product is fine. No complaints. Gets the job done. The color is nice.,3,2025-11-05T11:04:38.633054,192.168.182.112,device_120,0
383,PROD-53,Decent product. Does what I needed it to do without problems.,3,2025-10-11T11:04:38.633054,192.168.41.59,device_85,0
79,PROD-14,Works perfectly. Exactly what I was looking for at this price.,4,2025-09-07T11:04:38.633054,192.168.230.228,device_15,0
450,PROD-99,Pretty good product. Met my expectations overall and seems durable. Instructions were clear.,5,2025-08-14T11:04:38.633054,192.168.53.255,device_14,0
361,PROD-58,Works perfectly. Exactly what I was looking for at this price.,3,2025-10-14T11:04:38.633054,192.168.224.192,device_155,0
299,PROD-67,Fair quality for the price point. Would buy again if needed.,3,2025-09-04T11:04:38.633054,192.168.248.196,device_158,0
397,PROD-61,BEST EVER!!!!! AWESOME!!!!! BUY IT NOW!!!!!,1,2025-09-15T11:04:38.633054,192.168.29.94,device_84,1
120,PROD-49,Fair quality for the price point. Would buy again if needed.,4,2025-10-05T11:04:38.633054,192.168.163.54,device_74,0
18,PROD-65,Satisfied with the purchase. Does what it says on the box without issues. Easy to use.,4,2025-09-19T11:04:38.633054,192.168.84.161,device_42,0
347,PROD-72,Works as expected. Nothing extraordinary but solid product. Fast shipping.,5,2025-09-20T11:04:38.633054,192.168.146.201,device_27,0
37,PROD-16,"Solid product, no complaints. Shipping was fast and item as described.",4,2025-09-02T11:04:38.633054,192.168.26.176,device_175,0
440,PROD-13,Decent buy. Does what it claims and arrived on time.,5,2025-09-03T11:04:38.633054,192.168.29.152,device_154,0
200,PROD-18,Fair quality for the price point. Would buy again if needed.,3,2025-10-02T11:04:38.633054,192.168.9.207,device_82,0
332,PROD-34,Does the job. Nothing fancy but works fine for what I need.,4,2025-10-15T11:04:38.633054,192.168.58.142,device_3,0
14,PROD-63,"Quality is good, though packaging could be improved. Overall satisfied. Fast shipping.",5,2025-09-11T11:04:38.633054,192.168.215.114,device_85,0
194,PROD-24,Good enough for the price. No issues so far after a week of use.,4,2025-09-28T11:04:38.633054,192.168.207.219,device_64,0
122,PROD-24,"Nice purchase, happy with it. Good value for money and arrived quickly. Size is accurate.",4,2025-10-11T11:04:38.633054,192.168.194.169,device_144,0
487,PROD-73,Simple and effective. Does what it's supposed to do reliably.,4,2025-09-05T11:04:38.633054,192.168.249.187,device_110,0
457,PROD-4,Nice quality. Better than I expected for the price point. Size is accurate.,4,2025-10-21T11:04:38.633054,192.168.192.165,device_45,0
357,PROD-58,"Nice purchase, happy with it. Good value for money and arrived quickly. Good customer service.",5,2025-09-01T11:04:38.633054,192.168.251.160,device_114,0
424,PROD-55,Product is fine. No complaints. Gets the job done. Good customer service.,5,2025-08-11T11:04:38.633054,192.168.221.123,device_81,0
295,PROD-55,"Quality is good, though packaging could be improved. Overall satisfied.",4,2025-09-24T11:04:38.633054,192.168.115.250,device_109,0
440,PROD-89,"Nice purchase, happy with it. Good value for money and arrived quickly.",5,2025-11-01T11:04:38.633054,192.168.130.249,device_142,0
25,PROD-21,"Works well, arrived on time. Packaging could be better but product is fine. Material feels durable.",3,2025-10-06T11:04:38.633054,192.168.183.190,device_42,0
6,PROD-25,HIGHLY RECOMMEND THIS!!! AMAZING!!! FANTASTIC!!! BUY IT!,1,2025-09-01T11:04:38.633054,192.168.118.255,device_10,1
214,PROD-13,Decent quality for the price. Would recommend to others looking for value.,4,2025-10-08T11:04:38.633054,192.168.238.113,device_154,0
458,PROD-28,Works as expected. Nothing extraordinary but solid product. The color is nice.,4,2025-09-17T11:04:38.633054,192.168.180.39,device_185,0
242,PROD-46,"Quality is good, though packaging could be improved. Overall satisfied. Fast shipping.",5,2025-10-12T11:04:38.633054,192.168.132.148,device_131,0
149,PROD-34,Happy with my purchase. Good quality and fair price.,4,2025-09-01T11:04:38.633054,192.168.67.112,device_95,0
60,PROD-100,Satisfied customer. Product arrived in good condition and works well. Good customer service.,3,2025-10-03T11:04:38.633054,192.168.114.11,device_41,0
133,PROD-7,Works perfectly. Exactly what I was looking for at this price.,5,2025-08-30T11:04:38.633054,192.168.140.55,device_8,0
52,PROD-52,"Works well, arrived on time. Packaging could be better but product is fine.",5,2025-09-19T11:04:38.633054,192.168.23.196,device_39,0
387,PROD-31,Happy with my purchase. Good quality and fair price.,5,2025-10-23T11:04:38.633054,192.168.210.250,device_50,0
227,PROD-97,Good product for everyday use. Recommend it to others.,5,2025-09-24T11:04:38.633054,192.168.129.8,device_134,0
267,PROD-63,Good value. Simple and functional as described in the listing.,4,2025-08-14T11:04:38.633054,192.168.15.77,device_13,0
119,PROD-11,Happy with my purchase. Good quality and fair price.,5,2025-09-05T11:04:38.633054,192.168.209.66,device_123,0
332,PROD-98,Satisfied with the purchase. Does what it says on the box without issues.,5,2025-09-03T11:04:38.633054,192.168.235.138,device_179,0
461,PROD-46,Fair quality for the price point. Would buy again if needed.,5,2025-08-30T11:04:38.633054,192.168.119.59,device_186,0
118,PROD-56,Happy with my purchase. Good quality and fair price. Size is accurate.,3,2025-08-18T11:04:38.633054,192.168.55.151,device_126,0
48,PROD-6,Pretty good product. Met my expectations overall and seems durable. Size is accurate.,3,2025-08-18T11:04:38.633054,192.168.110.213,device_67,0
9,PROD-55,"Works well, arrived on time. Packaging could be better but product is fine. Material feels durable.",3,2025-09-26T11:04:38.633054,192.168.80.128,device_26,0
146,PROD-87,Satisfied with the purchase. Does what it says on the box without issues. Fast shipping.,3,2025-11-09T11:04:38.633054,192.168.57.234,device_81,0
389,PROD-6,Decent quality for the price. Would recommend to others looking for value.,3,2025-09-29T11:04:38.633054,192.168.4.241,device_180,0
412,PROD-29,Decent product. Does what I needed it to do without problems.,5,2025-11-02T11:04:38.633054,192.168.90.92,device_38,0
463,PROD-4,Satisfied with the purchase. Does what it says on the box without issues. Good customer service.,4,2025-10-22T11:04:38.633054,192.168.39.224,device_37,0
126,PROD-65,Does the job. Nothing fancy but works fine for what I need.,4,2025-11-01T11:04:38.633054,192.168.158.36,device_187,0
310,PROD-4,Product is fine. No complaints. Gets the job done.,5,2025-10-26T11:04:38.633054,192.168.135.111,device_3,0
457,PROD-1,Decent quality for the price. Would recommend to others looking for value.,4,2025-10-15T11:04:38.633054,192.168.203.136,device_88,0
102,PROD-45,Good enough for the price. No issues so far after a week of use. The color is nice.,4,2025-10-01T11:04:38.633054,192.168.241.189,device_151,0
449,PROD-76,Good enough for the price. No issues so far after a week of use.,5,2025-09-01T11:04:38.633054,192.168.113.62,device_194,0
456,PROD-7,Nice quality. Better than I expected for the price point. Easy to use.,5,2025-10-15T11:04:38.633054,192.168.13.143,device_62,0
270,PROD-30,Does the job. Nothing fancy but works fine for what I need.,3,2025-10-14T11:04:38.633054,192.168.142.222,device_176,0
386,PROD-91,Nice quality. Better than I expected for the price point.,5,2025-09-09T11:04:38.633054,192.168.140.211,device_111,0
452,PROD-22,Happy with my purchase. Good quality and fair price.,5,2025-09-03T11:04:38.633054,192.168.19.176,device_96,0
230,PROD-92,"It's okay, nothing special but gets the job done well enough for daily use.",5,2025-09-17T11:04:38.633054,192.168.240.51,device_91,0
72,PROD-94,Fair quality for the price point. Would buy again if needed.,5,2025-08-12T11:04:38.633054,192.168.205.21,device_105,0
378,PROD-40,"Quality is good, though packaging could be improved. Overall satisfied.",5,2025-11-04T11:04:38.633054,192.168.20.101,device_71,0
212,PROD-62,"Good product, works as expected. Delivery was on time and packaging was secure.",3,2025-09-21T11:04:38.633054,192.168.137.135,device_20,0
96,PROD-22,"Quality is good, though packaging could be improved. Overall satisfied.",4,2025-09-26T11:04:38.633054,192.168.84.235,device_107,0
471,PROD-77,"Good product, works as expected. Delivery was on time and packaging was secure.",3,2025-11-07T11:04:38.633054,192.168.76.130,device_142,0
151,PROD-18,"Nice purchase, happy with it. Good value for money and arrived quickly.",5,2025-08-24T11:04:38.633054,192.168.221.53,device_158,0
37,PROD-17,Good enough for the price. No issues so far after a week of use. Instructions were clear.,4,2025-08-19T11:04:38.633054,192.168.11.35,device_124,0
484,PROD-71,Five stars!!!!! Perfect!!!!! Highly recommend!!!!! MUST BUY!!!!!,5,2025-08-24T11:04:38.633054,192.168.154.8,device_68,1
